89141:
 num     #instances         #bytes  class name (module)
7797:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001663638
7798:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001663898
7799:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001665268
7800:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016654c8
7801:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001665728
7802:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001668b28
7803:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001669ce0
7804:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001688758
7805:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001694308
7806:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001694568
7807:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000169ad18
7808:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000169cac8
7809:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016a1c38
7810:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016a1e98
7811:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016a20f8
7812:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016a2358
7813:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016a25b8
7814:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016a6000
7815:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016a89c0
7816:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016ab128
7817:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016ac7a0
7818:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016ad780
7819:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016b1260
7820:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016b26a8
7821:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016b5490
7822:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016b72f0
7823:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016bd000
7824:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016bd260
7825:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016bec68
7826:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016bfc48
7827:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016c2658
7828:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016ca258
7829:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016cde48
7830:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016d7728
7831:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016d8900
7832:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016d8b60
7833:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016d8dc0
7834:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016d9020
7835:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016d9dc8
7836:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016dab58
7837:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016db900
7838:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016dd3f8
7839:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016ddef8
7840:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016deeb0
7841:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016e1490
7842:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016e4a28
7843:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016e7330
7844:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016e7590
7845:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016e77f0
7846:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016e94c8
7847:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016f1b40
7848:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016f2690
7849:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016f37d0
7850:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016f3a30
7851:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016f3c90
7852:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016f6590
7853:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016f67f0
7854:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016f75b0
7855:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016fe010
7856:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016fe270
7857:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000016ff210
7858:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001702a60
7859:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000017060d8
7860:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001707540
7861:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001708a38
7862:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001708c98
7863:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001712d00
7864:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001712f60
7865:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001713d10
7866:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001715a30
7867:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001716a08
7868:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000171bc08
7869:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000171cff8
7870:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000171dda8
7871:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001720b38
7872:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001720d98
7873:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001721440
7874:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001725000
7875:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000017278f8
7876:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001727b58
7877:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000172a9e0
7878:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000172fd30
7879:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000017376a8
7880:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000173afc0
7881:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000173b220
7882:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000173b480
7883:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000017429b8
7884:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001745eb8
7885:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001748b58
7886:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001748db8
7887:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000174ad50
7888:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000174afb0
7889:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000174cf48
7890:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000174d1a8
7891:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000174ecb0
7892:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001750248
7893:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001750f88
7894:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000017531e8
7895:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x000010000175fb80
7896:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001762eb8
7897:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x00001000017647c0
7898:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001764a20
7899:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001764c80
7900:             1             16  net.minecraft.core.component.DataComponents$$Lambda/0x0000100001764ee0
7901:             1             16  net.minecraft.core.component.TypedDataComponent$1
7902:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$$Lambda/0x0000100001c72748
7903:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$$Lambda/0x0000100001c73c08
7904:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$$Lambda/0x0000100001c73e50
7905:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$EntryPredicate$$Lambda/0x0000100001c72bf0
7906:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$EntryPredicate$$Lambda/0x0000100001c72e38
7907:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$EntryPredicate$$Lambda/0x0000100001c73080
7908:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$EntryPredicate$$Lambda/0x0000100001c732c8
7909:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$EntryPredicate$$Lambda/0x0000100001c73510
7910:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$EntryPredicate$$Lambda/0x0000100001c73758
7911:             1             16  net.minecraft.core.component.predicates.AttributeModifiersPredicate$EntryPredicate$$Lambda/0x0000100001c739a0
7912:             1             16  net.minecraft.core.component.predicates.BundlePredicate$$Lambda/0x0000100001c6d3f8
7913:             1             16  net.minecraft.core.component.predicates.BundlePredicate$$Lambda/0x0000100001c6d640
7914:             1             16  net.minecraft.core.component.predicates.BundlePredicate$$Lambda/0x0000100001c6d888
7915:             1             16  net.minecraft.core.component.predicates.ContainerPredicate$$Lambda/0x0000100001c6a490
7916:             1             16  net.minecraft.core.component.predicates.ContainerPredicate$$Lambda/0x0000100001c6cd08
7917:             1             16  net.minecraft.core.component.predicates.ContainerPredicate$$Lambda/0x0000100001c6cf50
7918:             1             16  net.minecraft.core.component.predicates.CustomDataPredicate$$Lambda/0x0000100001c69da0
7919:             1             16  net.minecraft.core.component.predicates.CustomDataPredicate$$Lambda/0x0000100001c69fe8
7920:             1             16  net.minecraft.core.component.predicates.DamagePredicate$$Lambda/0x0000100001c65f30
7921:             1             16  net.minecraft.core.component.predicates.DamagePredicate$$Lambda/0x0000100001c66178
7922:             1             16  net.minecraft.core.component.predicates.DamagePredicate$$Lambda/0x0000100001c663c0
7923:             1             16  net.minecraft.core.component.predicates.DamagePredicate$$Lambda/0x0000100001c66608
7924:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$$Lambda/0x0000100001690920
7925:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$$Lambda/0x0000100001690d80
7926:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$$Lambda/0x0000100001690fc8
7927:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$$Lambda/0x0000100001691210
7928:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$$Lambda/0x0000100001691458
7929:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$Single$$Lambda/0x0000100001c66f40
7930:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$Type$$Lambda/0x0000100001690000
7931:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$Type$$Lambda/0x0000100001690248
7932:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$Type$$Lambda/0x0000100001690490
7933:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$Type$$Lambda/0x00001000016906d8
7934:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$Type$$Lambda/0x0000100001f1efc8
7935:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$Type$$Lambda/0x0000100001f1f468
7936:             1             16  net.minecraft.core.component.predicates.DataComponentPredicate$TypeBase$$Lambda/0x0000100001c67628
7937:             1             16  net.minecraft.core.component.predicates.EnchantmentsPredicate$$Lambda/0x0000100001c68d70
7938:             1             16  net.minecraft.core.component.predicates.EnchantmentsPredicate$Enchantments$$Lambda/0x0000100001c68000
7939:             1             16  net.minecraft.core.component.predicates.EnchantmentsPredicate$StoredEnchantments$$Lambda/0x0000100001c69238
7940:             1             16  net.minecraft.core.component.predicates.FireworkExplosionPredicate$$Lambda/0x0000100001c6eaf8
7941:             1             16  net.minecraft.core.component.predicates.FireworkExplosionPredicate$$Lambda/0x0000100001c6ed40
7942:             1             16  net.minecraft.core.component.predicates.FireworkExplosionPredicate$FireworkPredicate$$Lambda/0x0000100001c6df90
7943:             1             16  net.minecraft.core.component.predicates.FireworkExplosionPredicate$FireworkPredicate$$Lambda/0x0000100001c6e1d8
7944:             1             16  net.minecraft.core.component.predicates.FireworkExplosionPredicate$FireworkPredicate$$Lambda/0x0000100001c6e420
7945:             1             16  net.minecraft.core.component.predicates.FireworkExplosionPredicate$FireworkPredicate$$Lambda/0x0000100001c6e668
7946:             1             16  net.minecraft.core.component.predicates.FireworkExplosionPredicate$FireworkPredicate$$Lambda/0x0000100001c6e8b0
7947:             1             16  net.minecraft.core.component.predicates.FireworksPredicate$$Lambda/0x0000100001c6f1e8
7948:             1             16  net.minecraft.core.component.predicates.FireworksPredicate$$Lambda/0x0000100001c6f430
7949:             1             16  net.minecraft.core.component.predicates.FireworksPredicate$$Lambda/0x0000100001c6f678
7950:             1             16  net.minecraft.core.component.predicates.FireworksPredicate$$Lambda/0x0000100001c6f8c0
7951:             1             16  net.minecraft.core.component.predicates.JukeboxPlayablePredicate
7952:             1             16  net.minecraft.core.component.predicates.JukeboxPlayablePredicate$$Lambda/0x0000100001c74e68
7953:             1             16  net.minecraft.core.component.predicates.JukeboxPlayablePredicate$$Lambda/0x0000100001c750b0
7954:             1             16  net.minecraft.core.component.predicates.JukeboxPlayablePredicate$$Lambda/0x0000100001c752f8
7955:             1             16  net.minecraft.core.component.predicates.PotionsPredicate$$Lambda/0x0000100001c696e0
7956:             1             16  net.minecraft.core.component.predicates.PotionsPredicate$$Lambda/0x0000100001c69928
7957:             1             16  net.minecraft.core.component.predicates.TrimPredicate$$Lambda/0x0000100001c742f8
7958:             1             16  net.minecraft.core.component.predicates.TrimPredicate$$Lambda/0x0000100001c74540
7959:             1             16  net.minecraft.core.component.predicates.TrimPredicate$$Lambda/0x0000100001c74788
7960:             1             16  net.minecraft.core.component.predicates.TrimPredicate$$Lambda/0x0000100001c749d0
7961:             1             16  net.minecraft.core.component.predicates.VillagerTypePredicate$$Lambda/0x0000100001c757a0
7962:             1             16  net.minecraft.core.component.predicates.VillagerTypePredicate$$Lambda/0x0000100001c759e8
7963:             1             16  net.minecraft.core.component.predicates.WritableBookPredicate$$Lambda/0x0000100001c6fd58
7964:             1             16  net.minecraft.core.component.predicates.WritableBookPredicate$$Lambda/0x0000100001c706f0
7965:             1             16  net.minecraft.core.component.predicates.WritableBookPredicate$$Lambda/0x0000100001c70938
7966:             1             16  net.minecraft.core.component.predicates.WritableBookPredicate$PagePredicate$$Lambda/0x0000100001c70260
7967:             1             16  net.minecraft.core.component.predicates.WritableBookPredicate$PagePredicate$$Lambda/0x0000100001c704a8
7968:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$$Lambda/0x0000100001c70de0
7969:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$$Lambda/0x0000100001c71718
7970:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$$Lambda/0x0000100001c71960
7971:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$$Lambda/0x0000100001c71ba8
7972:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$$Lambda/0x0000100001c71df0
7973:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$$Lambda/0x0000100001c72038
7974:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$$Lambda/0x0000100001c72280
7975:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$PagePredicate$$Lambda/0x0000100001c71288
7976:             1             16  net.minecraft.core.component.predicates.WrittenBookPredicate$PagePredicate$$Lambda/0x0000100001c714d0
7977:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$$Lambda/0x00001000019fbc68
7978:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$1
7979:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$10
7980:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$11
7981:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$12
7982:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$13
7983:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$2
7984:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$3
7985:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$4
7986:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$5
7987:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$6
7988:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$7
7989:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$8
7990:             1             16  net.minecraft.core.dispenser.DispenseItemBehavior$9
7991:             1             16  net.minecraft.core.dispenser.FlintAndSteelDispenseItemBehavior
7992:             1             16  net.minecraft.core.dispenser.ShearsDispenseItemBehavior
7993:             1             16  net.minecraft.core.dispenser.ShulkerBoxDispenseBehavior
7994:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x00001000016f8c00
7995:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x00001000016f9218
7996:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x00001000016f9460
7997:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x00001000016f96a8
7998:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x00001000016f98f0
7999:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x00001000016f9b38
8000:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x00001000016f9d80
8001:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x0000100001700000
8002:             1             16  net.minecraft.core.particles.ExplosionParticleInfo$$Lambda/0x0000100001700248
8003:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x000010000146d280
8004:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x000010000146d4c8
8005:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x000010000146d940
8006:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x000010000146db88
8007:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001470000
8008:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001470248
8009:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014706c0
8010:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001470908
8011:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001470b50
8012:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001470d98
8013:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001470fe0
8014:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001471228
8015:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014716b0
8016:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014718f8
8017:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001471b40
8018:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001471d88
8019:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001471fd0
8020:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001472218
8021:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014726b8
8022:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001472900
8023:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001472da0
8024:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001472fe8
8025:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001473230
8026:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001473478
8027:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014736c0
8028:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001473908
8029:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001473b50
8030:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001473d98
8031:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001473fe0
8032:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001474228
8033:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001474470
8034:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014746b8
8035:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001474b40
8036:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001474d88
8037:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001474fd0
8038:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001475218
8039:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001475460
8040:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014756a8
8041:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014758f0
8042:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001475b38
8043:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001475d80
8044:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001475fc8
8045:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001476210
8046:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001476458
8047:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014766a0
8048:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x00001000014768e8
8049:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001476d78
8050:             1             16  net.minecraft.core.particles.ParticleTypes$$Lambda/0x0000100001476fc0
8051:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001347108
8052:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001349000
8053:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001349228
8054:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134c498
8055:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134c6c0
8056:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134cd38
8057:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134cf60
8058:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134d188
8059:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134d5c0
8060:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134d7e8
8061:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134da10
8062:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134dc38
8063:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134de60
8064:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134e088
8065:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134e2b0
8066:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134e4d8
8067:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134e700
8068:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134e928
8069:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134ed60
8070:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134f648
8071:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x000010000134f870
8072:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001350208
8073:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001350430
8074:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001350868
8075:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001350ca8
8076:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013517f8
8077:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001351a20
8078:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001351c48
8079:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001351e70
8080:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013522a8
8081:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013526e0
8082:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001352b18
8083:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001352f50
8084:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001353388
8085:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013537c0
8086:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001353bf8
8087:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001354030
8088:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001354258
8089:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001354480
8090:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013546a8
8091:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013548d0
8092:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001354af8
8093:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001354d20
8094:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001354f48
8095:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001355170
8096:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001355398
8097:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013555c0
8098:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013557e8
8099:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001355a10
8100:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001355c38
8101:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001355e60
8102:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001356298
8103:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x00001000013566d0
8104:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001356b00
8105:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001356f30
8106:             1             16  net.minecraft.core.registries.BuiltInRegistries$$Lambda/0x0000100001357570
