89141:
 num     #instances         #bytes  class name (module)
4753:             1             32  net.minecraft.advancements.triggers.BeeNestDestroyedTrigger$TriggerInstance
4754:             1             32  net.minecraft.advancements.triggers.FallAfterExplosionTrigger$TriggerInstance
4755:             1             32  net.minecraft.advancements.triggers.ItemDurabilityTrigger$TriggerInstance
4756:             2             32  net.minecraft.advancements.triggers.PickedUpItemTrigger
4757:             2             32  net.minecraft.advancements.triggers.PlayerInteractTrigger
4758:             2             32  net.minecraft.advancements.triggers.RecipeCraftedTrigger
4759:             2             32  net.minecraft.commands.arguments.GameModeArgument
4760:             2             32  net.minecraft.commands.arguments.RangeArgument$Floats
4761:             2             32  net.minecraft.commands.arguments.StyleArgument
4762:             2             32  net.minecraft.commands.arguments.TeamColorArgument
4763:             2             32  net.minecraft.commands.arguments.blocks.BlockStateArgument
4764:             2             32  net.minecraft.commands.arguments.coordinates.Vec2Argument
4765:             1             32  net.minecraft.core.Direction$Axis$1
4766:             1             32  net.minecraft.core.Direction$Axis$2
4767:             1             32  net.minecraft.core.Direction$Axis$3
4768:             2             32  net.minecraft.core.component.DataComponentPatch$3
4769:             1             32  net.minecraft.core.registries.ConcurrentHolderGetter
4770:             1             32  net.minecraft.nbt.SnbtGrammar$ArrayPrefix$1
4771:             1             32  net.minecraft.nbt.SnbtGrammar$ArrayPrefix$2
4772:             1             32  net.minecraft.nbt.SnbtGrammar$ArrayPrefix$3
4773:             2             32  net.minecraft.network.codec.ByteBufCodecs$$Lambda/0x000010000192b128
4774:             2             32  net.minecraft.network.codec.ByteBufCodecs$$Lambda/0x000010000192b358
4775:             1             32  net.minecraft.network.protocol.ProtocolInfoBuilder$3
4776:             1             32  net.minecraft.network.protocol.ProtocolInfoBuilder$Implementation
4777:             1             32  net.minecraft.network.protocol.status.ServerStatus
4778:             2             32  net.minecraft.resources.RegistryOps$$Lambda/0x0000100001be7818
4779:             1             32  net.minecraft.server.ServerFunctionManager
4780:             1             32  net.minecraft.server.Services
4781:             2             32  net.minecraft.server.commands.ExecuteCommand$$Lambda/0x0000100001f5f270
4782:             2             32  net.minecraft.server.commands.ExecuteCommand$$Lambda/0x0000100001f5f498
4783:             2             32  net.minecraft.server.commands.ExecuteCommand$$Lambda/0x0000100001f684b0
4784:             2             32  net.minecraft.server.commands.ExecuteCommand$$Lambda/0x0000100001f68900
4785:             2             32  net.minecraft.server.commands.ExecuteCommand$$Lambda/0x0000100001f6d310
4786:             2             32  net.minecraft.server.commands.ExecuteCommand$$Lambda/0x0000100001f6e018
4787:             2             32  net.minecraft.server.commands.ExecuteCommand$$Lambda/0x0000100001f6ed38
4788:             2             32  net.minecraft.server.commands.ExecuteCommand$$Lambda/0x0000100001f6ef60
4789:             2             32  net.minecraft.server.commands.ExecuteCommand$ExecuteIfFunctionCustomModifier
4790:             2             32  net.minecraft.server.commands.RandomCommand$$Lambda/0x0000100001fa6330
4791:             2             32  net.minecraft.server.commands.RandomCommand$$Lambda/0x0000100001fa6780
4792:             2             32  net.minecraft.server.commands.ScoreboardCommand$$Lambda/0x0000100001fae178
4793:             2             32  net.minecraft.server.commands.ScoreboardCommand$$Lambda/0x0000100001faea00
4794:             2             32  net.minecraft.server.commands.ScoreboardCommand$$Lambda/0x0000100001faec30
4795:             2             32  net.minecraft.server.commands.ScoreboardCommand$$Lambda/0x0000100001faf0a8
4796:             2             32  net.minecraft.server.commands.ScoreboardCommand$$Lambda/0x0000100001faf2d8
4797:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc7c20
4798:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc8000
4799:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc8230
4800:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc8460
4801:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc8690
4802:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc88c0
4803:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc8af0
4804:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc8d20
4805:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc8f50
4806:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc9180
4807:             2             32  net.minecraft.server.commands.TimeCommand$$Lambda/0x0000100001fc93b0
4808:             2             32  net.minecraft.server.commands.data.BlockDataAccessor$1
4809:             2             32  net.minecraft.server.commands.data.EntityDataAccessor$1
4810:             2             32  net.minecraft.server.commands.data.StorageDataAccessor$1
4811:             1             32  net.minecraft.server.dialog.ServerLinksDialog
4812:             2             32  net.minecraft.server.jsonrpc.OutgoingRpcMethod$Attributes
4813:             1             32  net.minecraft.server.network.EventLoopGroupHolder$1
4814:             1             32  net.minecraft.server.network.EventLoopGroupHolder$2
4815:             1             32  net.minecraft.server.network.EventLoopGroupHolder$3
4816:             1             32  net.minecraft.server.network.EventLoopGroupHolder$4
4817:             1             32  net.minecraft.server.network.ServerConnectionListener
4818:             1             32  net.minecraft.server.notifications.ServerActivityMonitor
4819:             2             32  net.minecraft.server.packs.OverlayMetadataSection$OverlayEntry$$Lambda/0x0000100001de7a60
4820:             2             32  net.minecraft.server.packs.OverlayMetadataSection$OverlayEntry$$Lambda/0x0000100001de7ca8
4821:             2             32  net.minecraft.server.packs.metadata.pack.PackFormat$$Lambda/0x00001000012ba9c8
4822:             2             32  net.minecraft.server.packs.metadata.pack.PackFormat$$Lambda/0x00001000012bac10
4823:             2             32  net.minecraft.server.packs.metadata.pack.PackFormat$$Lambda/0x0000100001dcd588
4824:             2             32  net.minecraft.server.packs.metadata.pack.PackFormat$$Lambda/0x0000100001dcd7d0
4825:             1             32  net.minecraft.server.packs.repository.FolderRepositorySource
4826:             1             32  net.minecraft.server.packs.repository.ServerPacksSource
4827:             1             32  net.minecraft.util.ArrayListDeque
4828:             2             32  net.minecraft.util.ExtraCodecs$$Lambda/0x00001000012877f8
4829:             2             32  net.minecraft.util.ExtraCodecs$$Lambda/0x0000100001289e08
4830:             2             32  net.minecraft.util.ExtraCodecs$$Lambda/0x000010000128a058
4831:             2             32  net.minecraft.util.ExtraCodecs$5
4832:             1             32  net.minecraft.util.SegmentedAnglePrecision
4833:             1             32  net.minecraft.util.datafix.fixes.AdvancementsFix
4834:             1             32  net.minecraft.util.datafix.fixes.AttributeIdPrefixFix
4835:             1             32  net.minecraft.util.datafix.fixes.BlendingDataFix
4836:             1             32  net.minecraft.util.datafix.fixes.BlockEntityRenameFix
4837:             1             32  net.minecraft.util.datafix.fixes.BlockEntityUUIDFix
4838:             1             32  net.minecraft.util.datafix.fixes.EntityCatSplitFix
4839:             1             32  net.minecraft.util.datafix.fixes.EntityCodSalmonFix
4840:             1             32  net.minecraft.util.datafix.fixes.EntityElderGuardianSplitFix
4841:             1             32  net.minecraft.util.datafix.fixes.EntityHorseSplitFix
4842:             1             32  net.minecraft.util.datafix.fixes.EntityMinecartIdentifiersFix
4843:             1             32  net.minecraft.util.datafix.fixes.EntityPufferfishRenameFix
4844:             1             32  net.minecraft.util.datafix.fixes.EntityRavagerRenameFix
4845:             1             32  net.minecraft.util.datafix.fixes.EntitySkeletonSplitFix
4846:             1             32  net.minecraft.util.datafix.fixes.EntityTheRenameningFix
4847:             1             32  net.minecraft.util.datafix.fixes.EntityTippedArrowFix
4848:             1             32  net.minecraft.util.datafix.fixes.EntityUUIDFix
4849:             1             32  net.minecraft.util.datafix.fixes.EntityZombieSplitFix
4850:             1             32  net.minecraft.util.datafix.fixes.EntityZombifiedPiglinRenameFix
4851:             1             32  net.minecraft.util.datafix.fixes.FilteredBooksFix
4852:             1             32  net.minecraft.util.datafix.fixes.GoatHornIdFix
4853:             1             32  net.minecraft.util.datafix.fixes.ItemStackUUIDFix
4854:             1             32  net.minecraft.util.datafix.fixes.JigsawRotationFix
4855:             1             32  net.minecraft.util.datafix.fixes.LevelUUIDFix
4856:             1             32  net.minecraft.util.datafix.fixes.OminousBannerRenameFix
4857:             1             32  net.minecraft.util.datafix.fixes.PlayerUUIDFix
4858:             1             32  net.minecraft.util.datafix.fixes.PoiTypeRemoveFix
4859:             1             32  net.minecraft.util.datafix.fixes.PoiTypeRenameFix
4860:             1             32  net.minecraft.util.datafix.fixes.RemapChunkStatusFix
4861:             1             32  net.minecraft.util.datafix.fixes.RenameEnchantmentsFix
4862:             1             32  net.minecraft.util.datafix.fixes.RenameNameplateToNameTagFix
4863:             1             32  net.minecraft.util.datafix.fixes.SavedDataUUIDFix
4864:             1             32  net.minecraft.util.datafix.fixes.ThrownPotionSplitFix
4865:             1             32  net.minecraft.util.datafix.fixes.WrittenBookPagesStrictJsonFix
4866:             2             32  net.minecraft.util.datafix.schemas.V4290$$Lambda/0x0000100001826000
4867:             2             32  net.minecraft.util.datafix.schemas.V703$$Lambda/0x00001000017ccea8
4868:             2             32  net.minecraft.util.datafix.schemas.V703$$Lambda/0x00001000017cd0d8
4869:             2             32  net.minecraft.util.datafix.schemas.V703$$Lambda/0x00001000017cd308
4870:             2             32  net.minecraft.util.datafix.schemas.V703$$Lambda/0x00001000017cd538
4871:             2             32  net.minecraft.util.datafix.schemas.V703$$Lambda/0x00001000017cd768
4872:             1             32  net.minecraft.util.debugchart.RemoteDebugSampleType
4873:             1             32  net.minecraft.util.debugchart.RemoteSampleLogger
4874:             1             32  net.minecraft.util.valueproviders.ClampedNormalFloat
4875:             2             32  net.minecraft.world.clock.PackedClockStates
4876:             1             32  net.minecraft.world.clock.ServerClockManager
4877:             2             32  net.minecraft.world.clock.WorldClock
4878:             1             32  net.minecraft.world.entity.ai.behavior.SetWalkTargetFromLookTarget$$Lambda/0x000010000227ea20
4879:             1             32  net.minecraft.world.entity.ai.goal.GoalSelector$2
4880:             1             32  net.minecraft.world.entity.ai.sensing.TemptingSensor
4881:             1             32  net.minecraft.world.entity.npc.wanderingtrader.WanderingTraderSpawner
4882:             1             32  net.minecraft.world.entity.player.PlayerSkin$Patch
4883:             1             32  net.minecraft.world.entity.vehicle.minecart.NewMinecartBehavior$MinecartStep
4884:             2             32  net.minecraft.world.item.ItemStack$1
4885:             1             32  net.minecraft.world.item.component.CustomModelData
4886:             1             32  net.minecraft.world.item.component.WrittenBookContent
4887:             2             32  net.minecraft.world.item.consume_effects.ClearAllStatusEffectsConsumeEffect
4888:             1             32  net.minecraft.world.item.crafting.BookCloningRecipe
4889:             1             32  net.minecraft.world.item.crafting.DecoratedPotRecipe
4890:             1             32  net.minecraft.world.item.crafting.FireworkRocketRecipe
4891:             1             32  net.minecraft.world.item.crafting.MapExtendingRecipe
4892:             2             32  net.minecraft.world.item.crafting.display.SlotDisplay$WithAnyPotion
4893:             1             32  net.minecraft.world.item.enchantment.effects.ApplyMobEffect
4894:             2             32  net.minecraft.world.item.enchantment.effects.Ignite
4895:             2             32  net.minecraft.world.item.enchantment.effects.RemoveBinomial
4896:             2             32  net.minecraft.world.item.enchantment.effects.SetValue
4897:             1             32  net.minecraft.world.level.biome.Biome$TemperatureModifier$1
4898:             1             32  net.minecraft.world.level.biome.Biome$TemperatureModifier$2
4899:             1             32  net.minecraft.world.level.biome.BiomeSpecialEffects$GrassColorModifier$1
4900:             1             32  net.minecraft.world.level.biome.BiomeSpecialEffects$GrassColorModifier$2
4901:             1             32  net.minecraft.world.level.biome.BiomeSpecialEffects$GrassColorModifier$3
4902:             2             32  net.minecraft.world.level.block.AbstractFurnaceBlock$$Lambda/0x0000100002276490
4903:             2             32  net.minecraft.world.level.block.Blocks$$Lambda/0x000010000156ed88
4904:             2             32  net.minecraft.world.level.block.CaveVines$$Lambda/0x00001000015fdea8
4905:             1             32  net.minecraft.world.level.block.SupportType$2
4906:             1             32  net.minecraft.world.level.block.SupportType$3
4907:             2             32  net.minecraft.world.level.block.entity.AbstractFurnaceBlockEntity$1
4908:             1             32  net.minecraft.world.level.block.entity.vault.VaultState$1
4909:             1             32  net.minecraft.world.level.block.entity.vault.VaultState$2
4910:             1             32  net.minecraft.world.level.block.entity.vault.VaultState$3
4911:             1             32  net.minecraft.world.level.block.entity.vault.VaultState$4
4912:             1             32  net.minecraft.world.level.block.state.pattern.BlockPattern
4913:             1             32  net.minecraft.world.level.chunk.UpgradeData
4914:             2             32  net.minecraft.world.level.chunk.status.ChunkPyramid
4915:             1             32  net.minecraft.world.level.dimension.end.DragonRespawnStage$1
4916:             1             32  net.minecraft.world.level.dimension.end.DragonRespawnStage$2
4917:             1             32  net.minecraft.world.level.dimension.end.DragonRespawnStage$3
4918:             1             32  net.minecraft.world.level.dimension.end.DragonRespawnStage$4
4919:             1             32  net.minecraft.world.level.dimension.end.DragonRespawnStage$5
4920:             2             32  net.minecraft.world.level.levelgen.DensityFunctions$EndIslandDensityFunction
4921:             1             32  net.minecraft.world.level.levelgen.GeodeCrackSettings
4922:             2             32  net.minecraft.world.level.levelgen.blockpredicates.ReplaceablePredicate
4923:             1             32  net.minecraft.world.level.levelgen.feature.DesertWellFeature
4924:             2             32  net.minecraft.world.level.levelgen.feature.configurations.BlockStateConfiguration
4925:             1             32  net.minecraft.world.level.levelgen.feature.configurations.DeltaFeatureConfiguration
4926:             2             32  net.minecraft.world.level.levelgen.feature.featuresize.FeatureSizeType
4927:             2             32  net.minecraft.world.level.levelgen.feature.treedecorators.AlterGroundDecorator
4928:             1             32  net.minecraft.world.level.levelgen.feature.trunkplacers.BendingTrunkPlacer
4929:             2             32  net.minecraft.world.level.levelgen.structure.placement.StructurePlacementType$$Lambda/0x0000100001b728e8
4930:             1             32  net.minecraft.world.level.levelgen.structure.structures.DesertPyramidStructure
4931:             1             32  net.minecraft.world.level.levelgen.structure.structures.JungleTempleStructure
4932:             1             32  net.minecraft.world.level.levelgen.structure.templatesystem.AxisAlignedLinearPosTest
4933:             1             32  net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplateManager$Anonymous$2385a326ce863bc0bf2a11ea898a45b4
4934:             1             32  net.minecraft.world.level.levelgen.structure.templatesystem.loader.DirectoryTemplateSource
4935:             1             32  net.minecraft.world.level.levelgen.structure.templatesystem.loader.ResourceManagerTemplateSource
4936:             1             32  net.minecraft.world.level.material.EmptyFluid
4937:             1             32  net.minecraft.world.level.material.LavaFluid$Flowing
4938:             1             32  net.minecraft.world.level.material.LavaFluid$Source
4939:             1             32  net.minecraft.world.level.material.WaterFluid$Flowing
4940:             1             32  net.minecraft.world.level.material.WaterFluid$Source
4941:             1             32  net.minecraft.world.level.saveddata.WeatherData
4942:             1             32  net.minecraft.world.level.storage.LevelStorageSource
4943:             1             32  net.minecraft.world.level.storage.LevelStorageSource$LevelStorageAccess
4944:             2             32  net.minecraft.world.level.storage.loot.IntRange$$Lambda/0x0000100001f3a8f0
4945:             2             32  net.minecraft.world.level.storage.loot.IntRange$$Lambda/0x0000100001f3ad28
4946:             2             32  net.minecraft.world.level.storage.loot.IntRange$$Lambda/0x0000100001f3b1a0
4947:             2             32  net.minecraft.world.level.storage.loot.IntRange$$Lambda/0x0000100001f3b3d0
4948:             1             32  net.minecraft.world.level.storage.loot.LootContext$BlockEntityTarget
4949:             1             32  net.minecraft.world.level.storage.loot.LootContext$ItemStackTarget
4950:             2             32  net.minecraft.world.level.storage.loot.LootDataType$ContextGetter$$Lambda/0x0000100001f339a0
4951:             1             32  net.minecraft.world.level.storage.loot.functions.CopyCustomDataFunction$MergeStrategy$1
4952:             1             32  net.minecraft.world.level.storage.loot.functions.CopyCustomDataFunction$MergeStrategy$2
4953:             1             32  net.minecraft.world.level.storage.loot.functions.CopyCustomDataFunction$MergeStrategy$3
4954:             2             32  net.minecraft.world.level.storage.loot.predicates.EnchantmentActiveCheck
4955:             2             32  net.minecraft.world.level.storage.loot.providers.number.EnchantmentLevelProvider
4956:             1             32  net.minecraft.world.level.timers.TimerQueue
4957:             1             32  net.sorakaze.aureum.config.AureumConfig
4958:             1             32  org.apache.logging.log4j.core.appender.rolling.FileExtension$1
4959:             1             32  org.apache.logging.log4j.core.appender.rolling.FileExtension$2
4960:             1             32  org.apache.logging.log4j.core.appender.rolling.FileExtension$3
4961:             1             32  org.apache.logging.log4j.core.appender.rolling.FileExtension$4
4962:             1             32  org.apache.logging.log4j.core.appender.rolling.FileExtension$5
4963:             1             32  org.apache.logging.log4j.core.appender.rolling.FileExtension$6
4964:             1             32  org.apache.logging.log4j.core.appender.rolling.FileExtension$7
4965:             1             32  org.apache.logging.log4j.core.appender.rolling.SizeBasedTriggeringPolicy
4966:             2             32  org.apache.logging.log4j.core.config.DefaultAdvertiser
4967:             2             32  org.apache.logging.log4j.core.config.plugins.convert.EnumConverter
4968:             1             32  org.apache.logging.log4j.core.impl.ThrowableFormatOptions
4969:             2             32  org.apache.logging.log4j.core.lookup.StrMatcher$CharSetMatcher
4970:             1             32  org.apache.logging.log4j.core.pattern.NameAbbreviator$MaxElementAbbreviator$Strategy$1
4971:             1             32  org.apache.logging.log4j.core.pattern.NameAbbreviator$MaxElementAbbreviator$Strategy$2
4972:             1             32  org.apache.logging.log4j.core.util.DefaultShutdownCallbackRegistry
4973:             2             32  org.apache.logging.log4j.core.util.SystemClock
4974:             1             32  org.apache.logging.log4j.core.util.internal.InternalLoggerRegistry
4975:             1             32  org.apache.logging.log4j.status.StatusConsoleListener
4976:             1             32  org.apache.logging.log4j.status.StatusLogger$Config
4977:             2             32  org.apache.logging.log4j.util.EnvironmentPropertySource
4978:             1             32  org.apache.logging.log4j.util.SortedArrayStringMap
4979:             2             32  org.apache.logging.log4j.util.SystemPropertiesPropertySource
4980:             2             32  org.slf4j.helpers.BasicMarkerFactory
4981:             1             32  org.spongepowered.asm.launch.platform.MixinPlatformManager
4982:             1             32  org.spongepowered.asm.mixin.MixinEnvironment$Feature
4983:             1             32  org.spongepowered.asm.mixin.MixinEnvironment$Feature$1
4984:             1             32  org.spongepowered.asm.mixin.gen.AccessorInfo$AccessorType$1
4985:             1             32  org.spongepowered.asm.mixin.gen.AccessorInfo$AccessorType$2
4986:             1             32  org.spongepowered.asm.mixin.gen.AccessorInfo$AccessorType$3
4987:             1             32  org.spongepowered.asm.mixin.gen.AccessorInfo$AccessorType$4
4988:             1             32  org.spongepowered.asm.mixin.injection.invoke.arg.ArgsClassGenerator
4989:             1             32  org.spongepowered.asm.mixin.refmap.ReferenceMapper
4990:             1             32  org.spongepowered.asm.mixin.transformer.InnerClassGenerator
4991:             1             32  org.spongepowered.asm.mixin.transformer.MixinCoprocessors
4992:             1             32  org.spongepowered.asm.mixin.transformer.MixinInheritanceTracker
4993:             1             32  org.spongepowered.asm.mixin.transformer.ext.extensions.ExtensionCheckInterfaces
4994:             1             32  org.spongepowered.asm.service.MixinService
4995:             1             32  org.spongepowered.include.com.google.common.collect.HashMultimap
4996:             1             32  sun.net.www.protocol.https.Handler (java.base@25.0.3)
4997:             2             32  sun.net.www.protocol.jar.Handler (java.base@25.0.3)
4998:             1             32  sun.nio.ch.FileKey (java.base@25.0.3)
4999:             1             32  sun.nio.ch.FileLockTable$FileLockReference (java.base@25.0.3)
5000:             1             32  sun.nio.fs.MacOSXFileSystem (java.base@25.0.3)
5001:             2             32  sun.reflect.generics.tree.ArrayTypeSignature (java.base@25.0.3)
5002:             1             32  sun.security.ec.ECOperations$Secp256R1GeneratorMontgomeryMultiplier (java.base@25.0.3)
5003:             1             32  sun.security.ec.ed.Ed25519Operations (java.base@25.0.3)
5004:             1             32  sun.security.ec.ed.Ed448Operations (java.base@25.0.3)
5005:             1             32  sun.security.ec.point.ExtendedHomogeneousPoint$Immutable (java.base@25.0.3)
5006:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@25.0.3)
5007:             1             32  sun.security.provider.SecureRandom (java.base@25.0.3)
5008:             2             32  sun.security.ssl.AlpnExtension$SHAlpnAbsence (java.base@25.0.3)
5009:             2             32  sun.security.ssl.AlpnExtension$SHAlpnConsumer (java.base@25.0.3)
5010:             2             32  sun.security.ssl.AlpnExtension$SHAlpnProducer (java.base@25.0.3)
5011:             2             32  sun.security.ssl.DHKeyExchange$DHEKAGenerator (java.base@25.0.3)
5012:             2             32  sun.security.ssl.DHKeyExchange$DHEPossessionGenerator (java.base@25.0.3)
5013:             2             32  sun.security.ssl.SSLAlgorithmDecomposer (java.base@25.0.3)
5014:             2             32  sun.security.ssl.SSLCipher$NullReadCipherGenerator (java.base@25.0.3)
5015:             2             32  sun.security.ssl.SSLCipher$NullWriteCipherGenerator (java.base@25.0.3)
5016:             2             32  sun.security.ssl.SSLCipher$T12GcmReadCipherGenerator (java.base@25.0.3)
5017:             2             32  sun.security.ssl.SSLCipher$T12GcmWriteCipherGenerator (java.base@25.0.3)
5018:             2             32  sun.security.ssl.SSLCipher$T13GcmReadCipherGenerator (java.base@25.0.3)
5019:             2             32  sun.security.ssl.SSLCipher$T13GcmWriteCipherGenerator (java.base@25.0.3)
5020:             2             32  sun.security.ssl.ServerHello$T12ServerHelloConsumer (java.base@25.0.3)
5021:             2             32  sun.security.ssl.ServerHello$T13HelloRetryRequestConsumer (java.base@25.0.3)
5022:             2             32  sun.security.ssl.ServerHello$T13ServerHelloConsumer (java.base@25.0.3)
5023:             2             32  sun.security.ssl.SupportedVersionsExtension$SHSupportedVersionsStringizer (java.base@25.0.3)
5024:             1             32  sun.security.ssl.TrustStoreManager$TrustAnchorManager (java.base@25.0.3)
5025:             2             32  sun.security.util.AlgorithmDecomposer (java.base@25.0.3)
5026:             2             32  sun.security.util.HostnameChecker (java.base@25.0.3)
5027:             1             32  sun.security.x509.NetscapeCertTypeExtension (java.base@25.0.3)
5028:             1             32  sun.security.x509.PrivateKeyUsageExtension (java.base@25.0.3)
5029:             1             24  [Lcom.google.common.cache.CacheBuilder$NullListener;
5030:             1             24  [Lcom.google.common.cache.CacheBuilder$OneWeigher;
5031:             1             24  [Lcom.google.common.cache.LocalCache$NullEntry;
5032:             1             24  [Lcom.google.common.collect.MapMaker$Dummy;
5033:             1             24  [Lcom.google.common.collect.MapMakerInternalMap$Strength;
5034:             1             24  [Lcom.google.common.hash.Hashing$Crc32CSupplier;
5035:             1             24  [Lcom.google.common.util.concurrent.AbstractFutureState$VarHandleAtomicHelperMaker;
5036:             1             24  [Lcom.google.gson.LongSerializationPolicy;
5037:             1             24  [Lcom.llamalad7.mixinextras.expression.impl.flow.expansion.UnaryComparisonExpander$Component;
5038:             1             24  [Lcom.llamalad7.mixinextras.lib.antlr.runtime.atn.ATNType;
5039:             1             24  [Lcom.llamalad7.mixinextras.lib.antlr.runtime.dfa.DFAState$PredPrediction;
5040:             1             24  [Lcom.llamalad7.mixinextras.service.Versioned;
5041:             1             24  [Lcom.mojang.authlib.yggdrasil.YggdrasilEnvironment;
5042:             1             24  [Lcom.mojang.brigadier.context.ContextChain$Stage;
5043:             1             24  [Lcom.mojang.datafixers.functions.PointFreeRule$AppNest;
5044:             1             24  [Lcom.mojang.datafixers.functions.PointFreeRule$CataFuseDifferent;
5045:             1             24  [Lcom.mojang.datafixers.functions.PointFreeRule$CataFuseSame;
5046:             1             24  [Lcom.mojang.datafixers.functions.PointFreeRule$LensComp;
5047:             1             24  [Lcom.mojang.datafixers.functions.PointFreeRule$SortInj;
5048:             1             24  [Lcom.mojang.datafixers.functions.PointFreeRule$SortProj;
5049:             1             24  [Lcom.mojang.datafixers.util.Unit;
5050:             1             24  [Lcom.mojang.serialization.DataResult$Instance;
5051:             1             24  [Ljava.io.File$PathStatus; (java.base@25.0.3)
5052:             1             24  [Ljava.lang.StackWalker$ExtendedOption; (java.base@25.0.3)
5053:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@25.0.3)
5054:             1             24  [Ljava.net.URL; (java.base@25.0.3)
5055:             1             24  [Ljava.nio.file.LinkOption; (java.base@25.0.3)
5056:             1             24  [Ljava.security.Security$SecPropLoader$LoadingMode; (java.base@25.0.3)
5057:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@25.0.3)
5058:             1             24  [Ljava.time.zone.ZoneOffsetTransition; (java.base@25.0.3)
5059:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@25.0.3)
5060:             1             24  [Ljava.util.Locale$Category; (java.base@25.0.3)
5061:             1             24  [Ljava.util.concurrent.ConcurrentHashMap$CounterCell; (java.base@25.0.3)
5062:             1             24  [Ljava.util.jar.Manifest; (java.base@25.0.3)
5063:             1             24  [Ljavax.net.ssl.KeyManager; (java.base@25.0.3)
5064:             1             24  [Ljavax.net.ssl.TrustManager; (java.base@25.0.3)
5065:             1             24  [Ljdk.internal.icu.util.CodePointTrie$Type; (java.base@25.0.3)
5066:             1             24  [Ljdk.nio.zipfs.ZipFileSystem$ZipAccessMode; (jdk.zipfs@25.0.3)
5067:             1             24  [Lnet.fabricmc.api.EnvType;
5068:             1             24  [Lnet.fabricmc.fabric.api.command.v2.CommandRegistrationCallback;
5069:             1             24  [Lnet.fabricmc.fabric.api.entity.event.v1.ServerEntityLevelChangeEvents$AfterEntityChange;
5070:             1             24  [Lnet.fabricmc.fabric.api.entity.event.v1.ServerEntityLevelChangeEvents$AfterPlayerChange;
5071:             1             24  [Lnet.fabricmc.fabric.api.entity.event.v1.ServerLivingEntityEvents$AllowDeath;
5072:             1             24  [Lnet.fabricmc.fabric.api.entity.event.v1.ServerLivingEntityEvents$MobConversion;
5073:             1             24  [Lnet.fabricmc.fabric.api.entity.event.v1.ServerPlayerEvents$AfterRespawn;
5074:             1             24  [Lnet.fabricmc.fabric.api.entity.event.v1.ServerPlayerEvents$Join;
5075:             1             24  [Lnet.fabricmc.fabric.api.event.lifecycle.v1.CommonLifecycleEvents$TagsLoaded;
5076:             1             24  [Lnet.fabricmc.fabric.api.event.lifecycle.v1.ServerChunkEvents$Load;
5077:             1             24  [Lnet.fabricmc.fabric.api.event.lifecycle.v1.ServerChunkEvents$Unload;
5078:             1             24  [Lnet.fabricmc.fabric.api.event.lifecycle.v1.ServerLevelEvents$Unload;
5079:             1             24  [Lnet.fabricmc.fabric.api.event.lifecycle.v1.ServerLifecycleEvents$ServerStarting;
5080:             1             24  [Lnet.fabricmc.fabric.api.event.lifecycle.v1.ServerTickEvents$EndTick;
5081:             1             24  [Lnet.fabricmc.fabric.api.event.lifecycle.v1.ServerTickEvents$StartTick;
5082:             1             24  [Lnet.fabricmc.fabric.api.event.player.AttackBlockCallback;
5083:             1             24  [Lnet.fabricmc.fabric.api.event.player.PlayerBlockBreakEvents$Canceled;
5084:             1             24  [Lnet.fabricmc.fabric.api.networking.v1.EntityTrackingEvents$StartTracking;
5085:             1             24  [Lnet.fabricmc.fabric.impl.biome.TheEndBiomeData$ResourceKeyHashStrategy;
5086:             1             24  [Lnet.fabricmc.fabric.impl.gamerule.rpc.FabricGameRuleType;
5087:             1             24  [Lnet.minecraft.commands.arguments.EntityAnchorArgument$Anchor;
5088:             1             24  [Lnet.minecraft.core.Direction$AxisDirection;
5089:             1             24  [Lnet.minecraft.core.Direction$Plane;
5090:             1             24  [Lnet.minecraft.core.Holder$Kind;
5091:             1             24  [Lnet.minecraft.core.Holder$Reference$Type;
5092:             1             24  [Lnet.minecraft.nbt.SnbtGrammar$Sign;
5093:             1             24  [Lnet.minecraft.nbt.SnbtGrammar$SignedPrefix;
5094:             1             24  [Lnet.minecraft.network.protocol.PacketFlow;
5095:             1             24  [Lnet.minecraft.server.level.ThreadedLevelLightEngine$TaskType;
5096:             1             24  [Lnet.minecraft.server.packs.repository.Pack$Position;
5097:             1             24  [Lnet.minecraft.util.AbortableIterationConsumer$Continuation;
5098:             1             24  [Lnet.minecraft.util.Unit;
5099:             1             24  [Lnet.minecraft.util.debugchart.RemoteDebugSampleType;
